,tot_debt_tot_equity_class,zacks_x_sector_desc,straddle_pnl,quarter_with_ticker
4633,low_debt/eq,Computer and Technology,-162.22,Q2 2022CSCO
4634,low_debt/eq,Computer and Technology,186.27,Q3 2022CSCO
4635,low_debt/eq,Computer and Technology,-107.46,Q4 2022CSCO
4687,low_debt/eq,Transportation,593.81,Q4 2017CSX
4688,low_debt/eq,Transportation,-1424.87,Q1 2018CSX
4689,low_debt/eq,Transportation,-552.01,Q2 2018CSX
4690,good debt/eq,Transportation,565.71,Q3 2018CSX
4691,good debt/eq,Transportation,702.79,Q4 2018CSX
4692,good debt/eq,Transportation,-193.01,Q1 2019CSX
4693,good debt/eq,Transportation,-1627.87,Q2 2019CSX
4694,good debt/eq,Transportation,639.94,Q3 2019CSX
4696,good debt/eq,Transportation,574.24,Q1 2020CSX
4697,good debt/eq,Transportation,159.13,Q2 2020CSX
4698,good debt/eq,Transportation,-133.8,Q3 2020CSX
4700,good debt/eq,Transportation,-263.16,Q2 2021CSX
4701,good debt/eq,Transportation,173.08,Q3 2021CSX
4703,good debt/eq,Transportation,98.36,Q1 2022CSX
4704,good debt/eq,Transportation,-192.31,Q2 2022CSX
4706,good debt/eq,Transportation,260.0,Q4 2022CSX
4713,low_debt/eq,Industrial Products,-14.2,Q2 2018CTAS
4714,low_debt/eq,Industrial Products,876.51,Q3 2018CTAS
4716,low_debt/eq,Industrial Products,-931.51,Q2 2019CTAS
4717,low_debt/eq,Industrial Products,467.48,Q3 2019CTAS
4718,low_debt/eq,Industrial Products,188.43,Q4 2019CTAS
4721,low_debt/eq,Industrial Products,138.18,Q2 2021CTAS
4724,low_debt/eq,Industrial Products,254.58,Q2 2022CTAS
4766,low_debt/eq,Oils/Energy,300.0,Q3 2021CTRA
4767,low_debt/eq,Oils/Energy,303.57,Q4 2021CTRA
4768,low_debt/eq,Oils/Energy,-395.06,Q1 2022CTRA
4769,low_debt/eq,Oils/Energy,303.03,Q2 2022CTRA
4771,low_debt/eq,Oils/Energy,-139.53,Q4 2022CTRA
4776,low_debt/eq,Computer and Technology,58.82,Q4 2017CTSH
4778,low_debt/eq,Computer and Technology,-852.71,Q2 2018CTSH
4780,low_debt/eq,Computer and Technology,-78.01,Q4 2018CTSH
4782,low_debt/eq,Computer and Technology,630.3,Q2 2019CTSH
4783,low_debt/eq,Computer and Technology,641.67,Q3 2019CTSH
4784,low_debt/eq,Computer and Technology,-1080.0,Q4 2019CTSH
4786,low_debt/eq,Computer and Technology,-206.11,Q2 2020CTSH
4788,low_debt/eq,Computer and Technology,-82.19,Q2 2021CTSH
4789,low_debt/eq,Computer and Technology,790.96,Q3 2021CTSH
4824,high_debt/eq,Retail/Wholesale,370.56,Q3 2019CVNA
4825,high_debt/eq,Retail/Wholesale,-52.85,Q4 2019CVNA
4826,high_debt/eq,Retail/Wholesale,310.08,Q1 2020CVNA
4827,good debt/eq,Retail/Wholesale,-1712.2,Q2 2020CVNA
4840,low_debt/eq,Retail/Wholesale,-431.82,Q4 2017CVS
4841,high_debt/eq,Retail/Wholesale,185.69,Q1 2018CVS
4842,high_debt/eq,Retail/Wholesale,-133.46,Q2 2018CVS
4843,high_debt/eq,Retail/Wholesale,-168.1,Q3 2018CVS
4844,good debt/eq,Retail/Wholesale,-814.81,Q4 2018CVS
4845,good debt/eq,Retail/Wholesale,-37.63,Q1 2019CVS
4846,good debt/eq,Retail/Wholesale,-295.67,Q2 2019CVS
4847,good debt/eq,Retail/Wholesale,-42.77,Q3 2019CVS
4848,good debt/eq,Retail/Wholesale,638.21,Q4 2019CVS
4849,good debt/eq,Retail/Wholesale,462.52,Q1 2020CVS
4850,good debt/eq,Retail/Wholesale,556.36,Q2 2020CVS
4852,low_debt/eq,Retail/Wholesale,113.56,Q2 2021CVS
4853,low_debt/eq,Retail/Wholesale,-448.18,Q3 2021CVS
4854,low_debt/eq,Retail/Wholesale,-320.33,Q4 2021CVS
4855,low_debt/eq,Retail/Wholesale,-166.27,Q1 2022CVS
4856,low_debt/eq,Retail/Wholesale,-642.07,Q2 2022CVS
4857,low_debt/eq,Retail/Wholesale,404.45,Q3 2022CVS
4858,low_debt/eq,Retail/Wholesale,31.58,Q4 2022CVS
4957,high_debt/eq,Consumer Discretionary,435.94,Q2 2021CZR
4958,high_debt/eq,Consumer Discretionary,519.87,Q3 2021CZR
4959,high_debt/eq,Consumer Discretionary,445.28,Q4 2021CZR
4960,high_debt/eq,Consumer Discretionary,387.07,Q1 2022CZR
4961,high_debt/eq,Consumer Discretionary,430.97,Q2 2022CZR
4962,high_debt/eq,Consumer Discretionary,333.77,Q3 2022CZR
4963,high_debt/eq,Consumer Discretionary,50.24,Q4 2022CZR
4991,low_debt/eq,Transportation,-528.74,Q4 2017DAL
4992,low_debt/eq,Transportation,114.58,Q1 2018DAL
4993,low_debt/eq,Transportation,530.27,Q2 2018DAL
4994,low_debt/eq,Transportation,50.0,Q3 2018DAL
4996,low_debt/eq,Transportation,431.29,Q1 2019DAL
4997,low_debt/eq,Transportation,617.43,Q2 2019DAL
4998,low_debt/eq,Transportation,440.64,Q3 2019DAL
4999,low_debt/eq,Transportation,-11.93,Q4 2019DAL
5000,good debt/eq,Transportation,386.42,Q1 2020DAL
5001,high_debt/eq,Transportation,400.0,Q2 2020DAL
5002,high_debt/eq,Transportation,259.77,Q3 2020DAL
5003,high_debt/eq,Transportation,78.26,Q4 2020DAL
5004,high_debt/eq,Transportation,438.44,Q2 2021DAL
5005,high_debt/eq,Transportation,-939.3,Q3 2021DAL
5006,high_debt/eq,Transportation,520.11,Q4 2021DAL
5007,high_debt/eq,Transportation,-373.66,Q1 2022DAL
5008,high_debt/eq,Transportation,268.59,Q2 2022DAL
5009,high_debt/eq,Transportation,211.49,Q3 2022DAL
5043,high_debt/eq,Computer and Technology,-57.28,Q3 2021DASH
5044,high_debt/eq,Computer and Technology,293.23,Q4 2021DASH
5085,low_debt/eq,Basic Materials,226.87,Q1 2020DD
5086,low_debt/eq,Basic Materials,-186.81,Q2 2020DD
5087,low_debt/eq,Basic Materials,11.52,Q3 2020DD
5088,low_debt/eq,Basic Materials,451.38,Q2 2021DD
5089,low_debt/eq,Basic Materials,-1604.79,Q3 2021DD
5090,low_debt/eq,Basic Materials,-312.27,Q4 2021DD
5091,low_debt/eq,Basic Materials,423.61,Q1 2022DD
5092,low_debt/eq,Basic Materials,290.91,Q2 2022DD
5093,low_debt/eq,Basic Materials,-396.83,Q3 2022DD
5094,low_debt/eq,Basic Materials,-810.34,Q4 2022DD
5099,high_debt/eq,Computer and Technology,0.0,Q3 2019DDOG
5101,high_debt/eq,Computer and Technology,-883.56,Q1 2020DDOG
5103,low_debt/eq,Computer and Technology,438.86,Q3 2020DDOG
5104,low_debt/eq,Computer and Technology,-994.81,Q2 2021DDOG
5106,low_debt/eq,Computer and Technology,73.93,Q4 2021DDOG
5107,low_debt/eq,Computer and Technology,505.75,Q1 2022DDOG
5108,low_debt/eq,Computer and Technology,643.37,Q2 2022DDOG
5109,low_debt/eq,Computer and Technology,664.52,Q3 2022DDOG
5110,low_debt/eq,Computer and Technology,292.97,Q4 2022DDOG
5118,high_debt/eq,Industrial Products,591.48,Q3 2018DE
5122,high_debt/eq,Industrial Products,-30.15,Q3 2019DE
5126,high_debt/eq,Industrial Products,249.72,Q3 2020DE
5129,high_debt/eq,Industrial Products,-87.96,Q3 2021DE
5133,high_debt/eq,Industrial Products,-278.61,Q3 2022DE
5151,high_debt/eq,Retail/Wholesale,-554.91,Q1 2021DECK
5155,high_debt/eq,Retail/Wholesale,-60.77,Q1 2022DECK
5187,high_debt/eq,Finance,305.56,Q4 2017DFS
5193,high_debt/eq,Finance,-1820.75,Q2 2019DFS
5194,high_debt/eq,Finance,645.39,Q3 2019DFS
5195,high_debt/eq,Finance,-2382.61,Q4 2019DFS
5196,high_debt/eq,Finance,592.92,Q1 2020DFS
5197,high_debt/eq,Finance,500.0,Q2 2020DFS
5198,high_debt/eq,Finance,-538.46,Q3 2020DFS
5199,high_debt/eq,Finance,-201.12,Q4 2020DFS
5200,good debt/eq,Finance,541.06,Q2 2021DFS
5201,good debt/eq,Finance,-649.75,Q3 2021DFS
5203,good debt/eq,Finance,-603.52,Q1 2022DFS
5204,good debt/eq,Finance,-855.81,Q2 2022DFS
5205,good debt/eq,Finance,251.85,Q3 2022DFS
5206,good debt/eq,Finance,580.36,Q4 2022DFS
5212,low_debt/eq,Retail/Wholesale,75.76,Q4 2017DG
5213,low_debt/eq,Retail/Wholesale,-671.3,Q1 2018DG
5214,low_debt/eq,Retail/Wholesale,716.74,Q2 2018DG
5215,low_debt/eq,Retail/Wholesale,-172.79,Q3 2018DG
5216,low_debt/eq,Retail/Wholesale,-639.13,Q4 2018DG
5217,low_debt/eq,Retail/Wholesale,-184.78,Q1 2019DG
5218,low_debt/eq,Retail/Wholesale,-971.52,Q2 2019DG
5219,low_debt/eq,Retail/Wholesale,681.58,Q3 2019DG
5220,low_debt/eq,Retail/Wholesale,-483.25,Q4 2019DG
5221,low_debt/eq,Retail/Wholesale,522.73,Q1 2020DG
5222,low_debt/eq,Retail/Wholesale,495.31,Q2 2020DG
5223,low_debt/eq,Retail/Wholesale,554.95,Q3 2020DG
5224,low_debt/eq,Retail/Wholesale,449.7,Q1 2021DG
5225,low_debt/eq,Retail/Wholesale,10.42,Q2 2021DG
5226,low_debt/eq,Retail/Wholesale,402.08,Q3 2021DG
5227,low_debt/eq,Retail/Wholesale,208.15,Q4 2021DG
5228,low_debt/eq,Retail/Wholesale,-739.06,Q1 2022DG
5229,low_debt/eq,Retail/Wholesale,718.25,Q2 2022DG
5230,low_debt/eq,Retail/Wholesale,-500.0,Q3 2022DG
5236,low_debt/eq,Construction,486.43,Q4 2017DHI
5237,low_debt/eq,Construction,576.92,Q1 2018DHI
5238,low_debt/eq,Construction,-894.74,Q2 2018DHI
5239,low_debt/eq,Construction,-611.37,Q3 2018DHI
5241,low_debt/eq,Construction,109.65,Q1 2019DHI
5242,low_debt/eq,Construction,-158.84,Q2 2019DHI
5243,low_debt/eq,Construction,440.53,Q3 2019DHI
5245,low_debt/eq,Construction,-678.86,Q1 2020DHI
5246,low_debt/eq,Construction,276.62,Q2 2020DHI
5247,low_debt/eq,Construction,-485.71,Q3 2020DHI
5248,low_debt/eq,Construction,448.43,Q4 2020DHI
5249,low_debt/eq,Construction,420.33,Q2 2021DHI
5250,low_debt/eq,Construction,-11.28,Q3 2021DHI
5251,low_debt/eq,Construction,422.03,Q4 2021DHI
5252,low_debt/eq,Construction,351.85,Q1 2022DHI
5253,low_debt/eq,Construction,233.13,Q2 2022DHI
5254,low_debt/eq,Construction,222.22,Q3 2022DHI
5255,low_debt/eq,Construction,464.48,Q4 2022DHI
5262,low_debt/eq,Multi-Sector Conglomerates,586.42,Q1 2018DHR
5263,low_debt/eq,Multi-Sector Conglomerates,-256.64,Q2 2018DHR
5264,low_debt/eq,Multi-Sector Conglomerates,-273.44,Q3 2018DHR
5266,low_debt/eq,Multi-Sector Conglomerates,612.33,Q1 2019DHR
5267,low_debt/eq,Multi-Sector Conglomerates,326.42,Q2 2019DHR
5275,low_debt/eq,Multi-Sector Conglomerates,464.67,Q3 2021DHR
5276,low_debt/eq,Multi-Sector Conglomerates,365.8,Q4 2021DHR
5277,low_debt/eq,Multi-Sector Conglomerates,551.16,Q1 2022DHR
5278,low_debt/eq,Multi-Sector Conglomerates,-1706.9,Q2 2022DHR
5279,low_debt/eq,Multi-Sector Conglomerates,-230.6,Q3 2022DHR
5280,low_debt/eq,Multi-Sector Conglomerates,385.42,Q4 2022DHR
5286,low_debt/eq,Consumer Discretionary,535.31,Q4 2017DIS
5287,low_debt/eq,Consumer Discretionary,448.15,Q1 2018DIS
5288,low_debt/eq,Consumer Discretionary,288.17,Q2 2018DIS
5290,low_debt/eq,Consumer Discretionary,406.61,Q4 2018DIS
5291,low_debt/eq,Consumer Discretionary,548.42,Q1 2019DIS
5292,low_debt/eq,Consumer Discretionary,-219.45,Q2 2019DIS
5294,low_debt/eq,Consumer Discretionary,535.54,Q4 2019DIS
5295,low_debt/eq,Consumer Discretionary,597.89,Q1 2020DIS
5296,low_debt/eq,Consumer Discretionary,-859.81,Q2 2020DIS
5300,low_debt/eq,Consumer Discretionary,-498.27,Q3 2021DIS
5301,low_debt/eq,Consumer Discretionary,505.35,Q4 2021DIS
5302,low_debt/eq,Consumer Discretionary,750.51,Q1 2022DIS
5303,low_debt/eq,Consumer Discretionary,190.81,Q2 2022DIS
5304,low_debt/eq,Consumer Discretionary,-623.85,Q3 2022DIS
5305,low_debt/eq,Consumer Discretionary,636.76,Q4 2022DIS
5324,low_debt/eq,Retail/Wholesale,561.15,Q4 2017DKS
5325,low_debt/eq,Retail/Wholesale,-1560.98,Q1 2018DKS
5326,low_debt/eq,Retail/Wholesale,647.8,Q2 2018DKS
5327,low_debt/eq,Retail/Wholesale,616.35,Q3 2018DKS
5328,low_debt/eq,Retail/Wholesale,-77.38,Q4 2018DKS
5329,high_debt/eq,Retail/Wholesale,360.0,Q1 2019DKS
5330,low_debt/eq,Retail/Wholesale,612.4,Q2 2019DKS
5331,low_debt/eq,Retail/Wholesale,-1123.19,Q3 2019DKS
5332,low_debt/eq,Retail/Wholesale,566.5,Q4 2019DKS
5333,low_debt/eq,Retail/Wholesale,412.16,Q1 2020DKS
5334,good debt/eq,Retail/Wholesale,-842.11,Q2 2020DKS
5335,low_debt/eq,Retail/Wholesale,660.1,Q3 2020DKS
5336,low_debt/eq,Retail/Wholesale,-1280.63,Q1 2021DKS
5337,low_debt/eq,Retail/Wholesale,-803.98,Q2 2021DKS
5338,low_debt/eq,Retail/Wholesale,516.03,Q3 2021DKS
5340,low_debt/eq,Retail/Wholesale,283.41,Q1 2022DKS
5341,low_debt/eq,Retail/Wholesale,621.46,Q2 2022DKS
5342,low_debt/eq,Retail/Wholesale,-135.2,Q3 2022DKS
5348,low_debt/eq,Finance,190.84,Q4 2017DLR
5362,low_debt/eq,Finance,-161.49,Q4 2021DLR
5366,low_debt/eq,Finance,105.82,Q4 2022DLR
5371,low_debt/eq,Retail/Wholesale,-1650.44,Q4 2017DLTR
5372,low_debt/eq,Retail/Wholesale,-1662.16,Q1 2018DLTR
5373,low_debt/eq,Retail/Wholesale,-1199.22,Q2 2018DLTR
5374,low_debt/eq,Retail/Wholesale,246.21,Q3 2018DLTR
5375,low_debt/eq,Retail/Wholesale,203.25,Q4 2018DLTR
5376,low_debt/eq,Retail/Wholesale,524.0,Q1 2019DLTR
5377,low_debt/eq,Retail/Wholesale,622.3,Q2 2019DLTR
5378,low_debt/eq,Retail/Wholesale,-1667.88,Q3 2019DLTR
5379,low_debt/eq,Retail/Wholesale,484.25,Q4 2019DLTR
5380,low_debt/eq,Retail/Wholesale,-743.08,Q1 2020DLTR
5381,low_debt/eq,Retail/Wholesale,12.2,Q2 2020DLTR
5382,low_debt/eq,Retail/Wholesale,-1169.53,Q3 2020DLTR
5383,low_debt/eq,Retail/Wholesale,-202.41,Q1 2021DLTR
5384,low_debt/eq,Retail/Wholesale,-1081.33,Q2 2021DLTR
5385,low_debt/eq,Retail/Wholesale,-277.42,Q3 2021DLTR
5386,low_debt/eq,Retail/Wholesale,675.79,Q4 2021DLTR
5387,low_debt/eq,Retail/Wholesale,-950.26,Q1 2022DLTR
5388,low_debt/eq,Retail/Wholesale,-190.39,Q2 2022DLTR
5389,low_debt/eq,Retail/Wholesale,106.85,Q3 2022DLTR
5457,high_debt/eq,Medical,327.81,Q1 2022DOCS
5468,low_debt/eq,Business Services,300.0,Q4 2018DOCU
5480,high_debt/eq,Business Services,-687.23,Q1 2022DOCU
5490,good debt/eq,Industrial Products,-1037.5,Q2 2018DOV
5491,good debt/eq,Industrial Products,315.79,Q3 2018DOV
5493,good debt/eq,Industrial Products,687.5,Q1 2019DOV
5495,good debt/eq,Industrial Products,-853.15,Q3 2019DOV
5506,low_debt/eq,Industrial Products,268.66,Q3 2022DOV
5512,high_debt/eq,Basic Materials,-594.94,Q1 2019DOW
5513,low_debt/eq,Basic Materials,-141.03,Q2 2019DOW
5514,good debt/eq,Basic Materials,-230.77,Q3 2019DOW
5515,good debt/eq,Basic Materials,-202.25,Q4 2019DOW
5516,good debt/eq,Basic Materials,545.45,Q1 2020DOW
5517,good debt/eq,Basic Materials,45.0,Q2 2020DOW
5518,good debt/eq,Basic Materials,560.98,Q3 2020DOW
5519,good debt/eq,Basic Materials,539.88,Q4 2020DOW
5520,low_debt/eq,Basic Materials,557.74,Q2 2021DOW
5521,low_debt/eq,Basic Materials,435.9,Q3 2021DOW
5522,low_debt/eq,Basic Materials,-416.12,Q4 2021DOW
5523,low_debt/eq,Basic Materials,157.43,Q1 2022DOW
5524,low_debt/eq,Basic Materials,318.18,Q2 2022DOW
5525,low_debt/eq,Basic Materials,609.02,Q3 2022DOW
5526,low_debt/eq,Basic Materials,614.96,Q4 2022DOW
5533,low_debt/eq,Retail/Wholesale,693.69,Q2 2018DPZ
5534,low_debt/eq,Retail/Wholesale,361.34,Q3 2018DPZ
5537,low_debt/eq,Retail/Wholesale,-515.67,Q2 2019DPZ
5538,low_debt/eq,Retail/Wholesale,233.53,Q3 2019DPZ
5539,low_debt/eq,Retail/Wholesale,-4176.77,Q4 2019DPZ
5540,low_debt/eq,Retail/Wholesale,539.46,Q1 2020DPZ
5541,low_debt/eq,Retail/Wholesale,649.29,Q2 2020DPZ
5542,low_debt/eq,Retail/Wholesale,-269.74,Q3 2020DPZ
5543,low_debt/eq,Retail/Wholesale,-2070.47,Q2 2021DPZ
5544,low_debt/eq,Retail/Wholesale,687.82,Q3 2021DPZ
5545,low_debt/eq,Retail/Wholesale,437.5,Q4 2021DPZ
5546,low_debt/eq,Retail/Wholesale,194.92,Q1 2022DPZ
5547,low_debt/eq,Retail/Wholesale,707.94,Q2 2022DPZ
5548,low_debt/eq,Retail/Wholesale,-567.11,Q3 2022DPZ
5549,low_debt/eq,Retail/Wholesale,-570.44,Q4 2022DPZ
5556,low_debt/eq,Retail/Wholesale,481.1,Q2 2018DRI
5557,low_debt/eq,Retail/Wholesale,457.58,Q3 2018DRI
5559,low_debt/eq,Retail/Wholesale,430.71,Q1 2019DRI
5560,low_debt/eq,Retail/Wholesale,355.73,Q2 2019DRI
5561,low_debt/eq,Retail/Wholesale,-54.79,Q3 2019DRI
5562,low_debt/eq,Retail/Wholesale,-175.82,Q4 2019DRI
5565,low_debt/eq,Retail/Wholesale,421.64,Q3 2020DRI
5568,low_debt/eq,Retail/Wholesale,462.57,Q3 2021DRI
5572,low_debt/eq,Retail/Wholesale,111.61,Q3 2022DRI
5588,low_debt/eq,Computer and Technology,558.66,Q1 2022DT
5600,good debt/eq,Utilities,-349.21,Q4 2018DUK
5605,good debt/eq,Utilities,248.0,Q1 2020DUK
5643,high_debt/eq,Medical,346.94,Q4 2017DVA
5647,high_debt/eq,Medical,622.95,Q4 2018DVA
5650,high_debt/eq,Medical,-1251.75,Q3 2019DVA
5651,high_debt/eq,Medical,-121.95,Q4 2019DVA
5652,high_debt/eq,Medical,-330.05,Q1 2020DVA
5654,high_debt/eq,Medical,827.03,Q3 2020DVA
5666,low_debt/eq,Oils/Energy,-1377.71,Q4 2017DVN
5667,low_debt/eq,Oils/Energy,-11.09,Q1 2018DVN
5668,low_debt/eq,Oils/Energy,316.63,Q2 2018DVN
5669,low_debt/eq,Oils/Energy,458.61,Q3 2018DVN
5670,low_debt/eq,Oils/Energy,-68.57,Q4 2018DVN
5671,low_debt/eq,Oils/Energy,510.58,Q1 2019DVN
5672,low_debt/eq,Oils/Energy,452.66,Q2 2019DVN
5673,low_debt/eq,Oils/Energy,226.15,Q3 2019DVN
5674,low_debt/eq,Oils/Energy,340.43,Q4 2019DVN
5678,low_debt/eq,Oils/Energy,311.86,Q2 2021DVN
5679,low_debt/eq,Oils/Energy,376.91,Q3 2021DVN
5680,low_debt/eq,Oils/Energy,211.83,Q4 2021DVN
5681,low_debt/eq,Oils/Energy,-387.82,Q1 2022DVN
5683,low_debt/eq,Oils/Energy,-1317.22,Q3 2022DVN
5684,low_debt/eq,Oils/Energy,-1337.33,Q4 2022DVN
5724,low_debt/eq,Consumer Discretionary,-240.29,Q4 2017EA
5725,low_debt/eq,Consumer Discretionary,15.07,Q1 2018EA
5727,low_debt/eq,Consumer Discretionary,461.45,Q3 2018EA
5728,low_debt/eq,Consumer Discretionary,-783.27,Q4 2018EA
5729,low_debt/eq,Consumer Discretionary,596.1,Q1 2019EA
5730,low_debt/eq,Consumer Discretionary,241.53,Q2 2019EA
5731,low_debt/eq,Consumer Discretionary,536.92,Q3 2019EA
5733,low_debt/eq,Consumer Discretionary,316.94,Q1 2020EA
5736,low_debt/eq,Consumer Discretionary,517.95,Q1 2021EA
5737,low_debt/eq,Consumer Discretionary,476.49,Q2 2021EA
5739,low_debt/eq,Consumer Discretionary,35.63,Q4 2021EA
5740,low_debt/eq,Consumer Discretionary,-226.39,Q1 2022EA
5741,low_debt/eq,Consumer Discretionary,348.55,Q2 2022EA
5742,low_debt/eq,Consumer Discretionary,560.13,Q3 2022EA
5743,low_debt/eq,Consumer Discretionary,-1227.31,Q4 2022EA
5771,good debt/eq,Retail/Wholesale,-1379.1,Q4 2017EBAY
5772,good debt/eq,Retail/Wholesale,12.88,Q1 2018EBAY
5773,good debt/eq,Retail/Wholesale,-525.39,Q2 2018EBAY
5774,good debt/eq,Retail/Wholesale,366.54,Q3 2018EBAY
5775,good debt/eq,Retail/Wholesale,658.01,Q4 2018EBAY
5776,high_debt/eq,Retail/Wholesale,65.17,Q1 2019EBAY
5777,high_debt/eq,Retail/Wholesale,558.6,Q2 2019EBAY
5778,high_debt/eq,Retail/Wholesale,-493.42,Q3 2019EBAY
5779,high_debt/eq,Retail/Wholesale,384.62,Q4 2019EBAY
5780,high_debt/eq,Retail/Wholesale,532.04,Q1 2020EBAY
5781,high_debt/eq,Retail/Wholesale,410.99,Q2 2020EBAY
5783,low_debt/eq,Retail/Wholesale,713.3,Q2 2021EBAY
5784,low_debt/eq,Retail/Wholesale,-164.58,Q3 2021EBAY
5785,low_debt/eq,Retail/Wholesale,729.54,Q4 2021EBAY
5786,good debt/eq,Retail/Wholesale,-270.13,Q1 2022EBAY
5787,good debt/eq,Retail/Wholesale,381.5,Q2 2022EBAY
5788,high_debt/eq,Retail/Wholesale,17.34,Q4 2022EBAY
5794,low_debt/eq,Basic Materials,282.05,Q1 2018ECL
5795,low_debt/eq,Basic Materials,514.29,Q2 2018ECL
5796,low_debt/eq,Basic Materials,475.86,Q3 2018ECL
5798,low_debt/eq,Basic Materials,425.0,Q1 2019ECL
5799,low_debt/eq,Basic Materials,-54.39,Q2 2019ECL
5800,low_debt/eq,Basic Materials,406.84,Q3 2019ECL
5802,low_debt/eq,Basic Materials,-788.16,Q1 2020ECL
5807,good debt/eq,Basic Materials,477.88,Q4 2021ECL
5811,good debt/eq,Basic Materials,-488.19,Q4 2022ECL
5817,high_debt/eq,Consumer Discretionary,-571.43,Q2 2021EDR
5818,high_debt/eq,Consumer Discretionary,-407.08,Q3 2021EDR
5819,high_debt/eq,Consumer Discretionary,651.38,Q4 2021EDR
5834,good debt/eq,Business Services,241.38,Q2 2019EFX
5835,good debt/eq,Business Services,703.2,Q3 2019EFX
5836,good debt/eq,Business Services,-144.98,Q4 2019EFX
5837,good debt/eq,Business Services,-242.52,Q1 2020EFX
5845,high_debt/eq,Business Services,142.57,Q3 2022EFX
5862,high_debt/eq,Consumer Staples,-64.73,Q2 2020EL
5864,low_debt/eq,Consumer Staples,417.51,Q2 2021EL
5868,low_debt/eq,Consumer Staples,718.64,Q2 2022EL
5878,low_debt/eq,Medical,521.74,Q2 2019ELAN
5880,low_debt/eq,Medical,500.0,Q4 2019ELAN
5936,low_debt/eq,Medical,-941.54,Q2 2022ELV
5937,low_debt/eq,Medical,256.03,Q3 2022ELV
5938,low_debt/eq,Medical,-126.4,Q4 2022ELV
5991,low_debt/eq,Industrial Products,336.13,Q4 2017EMR
5992,low_debt/eq,Industrial Products,-133.33,Q1 2018EMR
5993,low_debt/eq,Industrial Products,-476.74,Q2 2018EMR
5994,low_debt/eq,Industrial Products,401.57,Q3 2018EMR
5996,low_debt/eq,Industrial Products,-70.71,Q1 2019EMR
5998,low_debt/eq,Industrial Products,435.64,Q3 2019EMR
5999,low_debt/eq,Industrial Products,472.0,Q4 2019EMR
6000,good debt/eq,Industrial Products,253.62,Q1 2020EMR
6001,low_debt/eq,Industrial Products,308.01,Q2 2020EMR
6002,low_debt/eq,Industrial Products,-63.29,Q3 2020EMR
6003,low_debt/eq,Industrial Products,431.03,Q2 2021EMR
6004,low_debt/eq,Industrial Products,-807.34,Q3 2021EMR
6006,good debt/eq,Industrial Products,356.16,Q1 2022EMR
6007,low_debt/eq,Industrial Products,-291.34,Q2 2022EMR
6009,low_debt/eq,Industrial Products,-932.69,Q4 2022EMR
6022,low_debt/eq,Oils/Energy,-1939.39,Q4 2019ENPH
6026,high_debt/eq,Oils/Energy,431.61,Q2 2021ENPH
6027,high_debt/eq,Oils/Energy,-1420.17,Q3 2021ENPH
6029,high_debt/eq,Oils/Energy,398.09,Q1 2022ENPH
6030,high_debt/eq,Oils/Energy,-676.24,Q2 2022ENPH
6031,high_debt/eq,Oils/Energy,48.03,Q3 2022ENPH
6032,high_debt/eq,Oils/Energy,548.15,Q4 2022ENPH
6057,high_debt/eq,Computer and Technology,549.67,Q4 2022ENTG
6074,low_debt/eq,Oils/Energy,-516.51,Q4 2017EOG
6078,low_debt/eq,Oils/Energy,309.18,Q4 2018EOG
6081,low_debt/eq,Oils/Energy,12.07,Q3 2019EOG
6083,low_debt/eq,Oils/Energy,-818.4,Q1 2020EOG
6086,low_debt/eq,Oils/Energy,359.94,Q2 2021EOG
6097,low_debt/eq,Computer and Technology,189.43,Q4 2017EPAM
6101,low_debt/eq,Computer and Technology,279.87,Q4 2018EPAM
6105,low_debt/eq,Computer and Technology,683.98,Q4 2019EPAM
6111,low_debt/eq,Computer and Technology,455.76,Q4 2021EPAM
6115,low_debt/eq,Computer and Technology,-133.71,Q4 2022EPAM
6124,high_debt/eq,Finance,-1224.01,Q4 2018EQIX
6134,good debt/eq,Finance,234.23,Q4 2021EQIX
6143,low_debt/eq,Oils/Energy,-1119.27,Q4 2017EQT
6160,low_debt/eq,Oils/Energy,494.51,Q3 2022EQT
6161,low_debt/eq,Oils/Energy,138.55,Q4 2022EQT
6218,low_debt/eq,Industrial Products,-367.92,Q4 2017ETN
6219,low_debt/eq,Industrial Products,350.43,Q1 2018ETN
6220,low_debt/eq,Industrial Products,22.9,Q2 2018ETN
6221,low_debt/eq,Industrial Products,394.56,Q3 2018ETN
6223,low_debt/eq,Industrial Products,264.0,Q1 2019ETN
6224,low_debt/eq,Industrial Products,186.44,Q2 2019ETN
6225,low_debt/eq,Industrial Products,230.77,Q3 2019ETN
6226,low_debt/eq,Industrial Products,-641.79,Q4 2019ETN
6228,low_debt/eq,Industrial Products,-37.74,Q2 2020ETN
6229,low_debt/eq,Industrial Products,0.0,Q3 2020ETN
6231,low_debt/eq,Industrial Products,-252.63,Q2 2021ETN
6232,low_debt/eq,Industrial Products,-325.79,Q3 2021ETN
6269,high_debt/eq,Computer and Technology,-56.89,Q3 2019ETSY
6270,high_debt/eq,Computer and Technology,-3.36,Q4 2019ETSY
6271,high_debt/eq,Computer and Technology,592.78,Q1 2020ETSY
6272,high_debt/eq,Computer and Technology,601.75,Q2 2020ETSY
6273,high_debt/eq,Computer and Technology,425.37,Q3 2020ETSY
6274,high_debt/eq,Computer and Technology,-111.82,Q2 2021ETSY
6275,high_debt/eq,Computer and Technology,-262.31,Q3 2021ETSY
