,0
1931,DXLG
1932,DSWL
1933,DSNY
1934,DEVC
1935,SITC
1936,GSAC
1937,DVN
1938,ATGE
1939,DEWY
1940,DEXTQ
1941,DP
1942,DL
1943,DDEQ
1944,SFRX
1945,DO
1946,DYXC
1947,SAHN
1948,DBD
1949,DGII
1950,DCDCE
1951,DIGL
1952,AULT
1953,DGTT
1954,TGFN
1955,DDS
1956,DIMC
1957,AFTM
1958,PYX
1959,DIOD
1960,DPPI
1961,PBOX
1962,WINT
1963,INFI
1964,DIS
1965,DDVS
1966,NLS
1967,DITAE
1968,DISS
1969,XCHCE
1970,DVIN
1971,DXYN
1972,DXT
1973,DG
1974,DLTR
1975,DHOM
1976,BMER
1977,DOMR
1978,D
1979,WBTO
1980,DTC
1981,DCI
1982,DGICB
1983,RRD
1984,DIIBF
1985,PRYNF
1986,ESCRQ
1987,DOV
1988,DVD
1989,ZZZZB
1990,DJ
1991,DWNF
1992,EOSI
1993,ASNAQ
1994,LCII
1995,DRJ
1996,DRQ
1997,DRHA
1998,ALTO
1999,EVI
2000,DSTR
2001,DRD
2002,DCO
2003,DNP
2004,DTF
2005,DUC
2006,DUK
2007,DRE
2008,DXXF
2009,DIRX
2010,DRRX
2011,DY
2012,UNDR
2013,BOOM
2014,DGIX
2015,DYII
2016,DYNS
2017,DYSL
2018,DYNT
2019,DYN
2020,DX
2021,EBTN
2022,UAMA
2023,EBTBQ
2024,TMGR
2025,WSTM
2026,ILC
2027,EDIG
2028,EFC
2029,HSTG
2030,ELXS
2031,EMBI
2032,EMCI
2033,VALPQ
2034,FBDS
2035,EOG
2036,INVT
2037,EPEA
2038,CWIR
2039,EPTG
2040,EGBN
2041,LTWC
2042,ESNI
2043,ETFC
2044,HSCR
2045,DLDG
2046,EVGL
2047,EXEX
2048,EBMT
2049,PRMD
2050,ESCI
2051,ESSE
2052,EFTI
2053,ECCO
2054,EWBC
2055,NGT
2056,EML
2057,EGP
2058,EMN
2059,EASB
2060,EYRD
2061,SPYR
2062,EATS
2063,ETN
2064,EV
2065,CEV
2066,EVF
2067,EVN
2068,EACC
2069,EBDCE
2070,EBAY
2071,EBIX
2072,ELON
2073,ECHT
2074,DISH
2075,VPFV
2076,CGCPE
2077,LSPNE
2078,ECL
2079,CBBSQ
2080,PFNO
2081,EWKEE
2082,AXTC
2083,EDGW
2084,EIX
2085,CHCG
2086,EDO
2087,EDUC
2088,EVCI
2089,TPIV
2090,MYIQ
2091,AGE
2092,EW
2093,CFNF
2094,XI3A
2095,EGAM
2096,CIWT
2097,EGAN
2098,INSI
2099,ENBB
2100,EKWL
2101,EE
2102,GTM
2103,EP
2104,PTSH
2105,ELCOE
2106,ELK
2107,ETT
2108,ELDO
2109,PVSP
2110,ELGT
2111,LIME
2112,ELSE
2113,EA
2114,GMCE
2115,MKOSE
2116,ELST
2117,ETCIA
2118,MMTC
2119,ILVG
2120,ELTP
2121,ELOG
2122,PERY
2123,ECF
2124,ESBK
2125,MATR
2126,ELRNF
2127,EVAI
2128,EMAN
2129,SMKG
2130,EMBRE
2131,EMCF
2132,EMKR
2133,EME
2134,EMRG
2135,NANM
2136,EMR
2137,MSN
2138,EMIS
2139,EMMS
2140,EEGCE
2141,EPRCE
2142,EPYS
2143,EMDG
2144,ENB
2145,VRCM
2146,ECIA
2147,WIRE
2148,GLGH
2149,ENDPQ
2150,SNGX
2151,EGN
2152,EAS
2153,EPC
2154,NSFDF
2155,ERF
2156,TRYTE
2157,DGTW
2158,ENGA
2159,EC
2160,ENYNF
2161,LPETE
2162,ENCZ
2163,ENHT
2164,SFTW
2165,EBF
2166,ENVS
2167,ENOT
2168,ESGI
2169,ENTG
2170,AUD
2171,ETR
2172,EFSG
2173,EPR
2174,CSTM
2175,ETPI
2176,RCAR
2177,ETAD
2178,EVC
2179,ESANE
2180,ETOPE
2181,ENZN
2182,TTHG
2183,WOEN
2184,XMEX
2185,XMSCE
2186,ELSF
2187,EPTC
2188,EPGRQ
2189,ESWW
2190,ETCC
2191,ENZ
2192,ENBP
2193,PLUS
2194,TXCB
2195,EFX
2196,MNSF
2197,EQIX
2198,EQT
2199,HYDPE
2200,ENN
2201,EOP
2202,EQS
2203,EQR
2204,INTH
2205,ERGO
2206,EQUU
2207,ERIE
2208,ERMS
2209,ADGR
2210,ASAT
2211,ESCA
2212,ESMC
2213,ESE
2214,OTLR
2215,BGCP
2216,GENV
2217,ZVLO
2218,ESS
2219,ESL
2220,MRGN
2221,ETD
2222,NEU
2223,TSER
2224,MIX
2225,EUPH
2226,EUGSE
2227,EEFT
2228,DHCC
2229,EPAR
2230,EUOT
2231,BOPT
2232,ESCC
2233,EVBN
2234,EVRC
2235,EVIS
2236,EVOL
2237,PLKT
2238,MGXXE
2239,CRF
2240,EBLO
2241,EXSR
2242,HWBK
2243,EXC
2244,EXEL
2245,ACGI
2246,EXFO
2247,EXPD
2248,DPHS
2249,AMLS
2250,EXPO
2251,ESRX
2252,MCET
2253,EXE
2254,EXTR
2255,EZPW
2256,EZEN
2257,ENCW
2258,XOM
2259,ICTY
2260,FMBM
2261,FFG
2262,FFWC
2263,XXFPL
2264,FFDF
2265,FFPM
2266,FLIR
2267,FMC
2268,FNB
2269,FNBBE
2270,FIDS
2271,FPBF
2272,NEE
2273,FRMO
2274,FVCCQ
2275,FIT
2276,OPY
2277,FCN
2278,FDS
2279,FICO
2280,PGUS
2281,CSTI
2282,FCP
2283,FCB
2284,EACO
2285,FMYRE
2286,DAVE
2287,WNMIE
2288,USCS
2289,FARM
2290,FMCB
2291,FMBL
2292,FABP
2293,FFKT
2294,FMNB
2295,OIVOE
2296,FARO
2297,FARL
2298,FSCXQ
2299,FSSQE
2300,FAST
2301,FBSS
2302,AGM
2303,FMCC
2304,FNMA
2305,FRT
2306,FSCR
2307,FSS
2308,M
2309,FHI
2310,FDX
2311,VERU
2312,FETM
2313,FWIN
2314,FOE
2315,FFIV
2316,FBCE
2317,EFOI
2318,FDLB
2319,FDBC
2320,MAJRE
2321,FNF
2322,FPPP
2323,KMBC
2324,FITB
2325,ROMN
2326,RGNO
2327,FNINE
2328,FISI
2329,ACLPE
2330,BPTRE
2331,GDLN
2332,NBDR
2333,FNSR
2334,FMST
2335,FNCMQ
2336,FINL
2337,FNVG
2338,SCTCE
2339,SYNX
2340,GLCH
2341,CLGX
2342,IAF
2343,FAX
2344,FAVS
2345,FBP
2346,FBPI
2347,FBSI
2348,FSLOE
2349,FBNC
2350,FBTT
2351,BUSE
2352,FCPB
2353,FCFS
2354,FCAP
2355,AVTO
2356,CIVB
2357,FCNCA
2358,FCNCB
2359,FBK
2360,FCSTE
2361,FCOB
2362,FCF
2363,FCCO
2364,FCBC
2365,PACW
2366,FCO
2367,FCIC
2368,FCCY
2369,FDC
2370,FFNM
2371,FENT
2372,PFC
2373,BREK
2374,FFOLE
2375,FFBC
2376,BSF
2377,FFIN
2378,THFF
2379,YUII
2380,FR
2381,FKYS
2382,FLIC
2383,FRME
2384,FMBH
2385,FMBI
2386,CASH
2387,FMFKE
2388,FXNC
2389,FNCB
2390,FBAK
2391,FNBG
2392,ELMA
2393,FNLC
2394,FINN
2395,FNFI
2396,FNRN
2397,FREVS
2398,FRPC
2399,FRC
2400,FRFC
2401,FSBS
2402,SRCE
2403,FHN
2404,WB
2405,FUNC
2406,FWVB
2407,CIGI
2408,VRDO
2409,FSTW
2410,SSHO
2411,USB
2412,FIMGE
2413,CYUR
2414,FISV
2415,FAB
2416,FBC
2417,FE
2418,FSH
2419,VRALE
2420,FIND
2421,FSPX
2422,FAME
2423,FLDR
2424,BDL
2425,FLXI
2426,FBF
2427,ERFB
2428,FLXS
2429,FSI
2430,FLA
2431,FPU
2432,FRK
2433,SYFS
2434,FTK
2435,FLOD
2436,FLS
2437,MEE
2438,FFIC
2439,FMXI
2440,IGDCE
2441,AUMY
2442,FONR
2443,FSM
2444,FTSTQ
2445,F
2446,FORLQ
2447,FRXX
2448,FOFR
2449,FGFH
2450,FCEA
2451,FLSW
2452,QKLS
2453,FORR
2454,FRTL
2455,AAMA
2456,FWRD
2457,FORD
2458,FOSL
2459,FSTR
2460,FPWBQ
2461,FOFN
2462,FS
2463,RGBD
2464,FOX
2465,FRGNE
2466,FC
2467,FELE
2468,FEP
2469,FRAF
2470,BEN
2471,FKWL
2472,FT
2473,FRED
2474,FCX
2475,FRTIQ
2476,FSWC
2477,BTSIE
2478,SGGH
2479,FEIM
2480,SALDE
2481,FRES
2482,AAIC
2483,FRD
2484,FRDMQ
2485,FRN
2486,FIEC
2487,FTO
2488,FNTP
2489,FTEK
2490,FLNA
2491,FCEL
2492,FLL
2493,FUL
2494,FULO
2495,FULT
2496,FUSN
2497,CKHPE
2498,FCRZ
2499,FTRL
2500,NXMR
2501,GAF
2502,GATX
2503,LTS
2504,GCIN
2505,GNBF
2506,GPX
2507,IRBS
2508,GVP
2509,LASR
2510,GSVI
2511,GSIJB
2512,MCZAF
2513,JKSM
2514,GIII
2515,GAB
2516,GGT
2517,GAMI
2518,GUT
2519,GCV
2520,GBP
2521,GADZQ
2522,GAIA
2523,ROGI
2524,LKRV
2525,GANS
2526,AJG
2527,HIST
2528,GPLA
2529,VTSI
2530,AVEWE
2531,TGNA
2532,GPS
2533,GARB
2534,TSA
2535,IT
2536,PAOS
2537,GTW
2538,GWAY
2539,RHP
2540,GEER
2541,AJRD
2542,ORXE
2543,GNLKQ
2544,DNA
2545,GAM
2546,GAEX
2547,ACCO
2548,BGC
2549,GNMP
2550,GNCMB
2551,GD
2552,GE
2553,JOB
2554,GGP
2555,GIS
2556,GNBT
2557,GCO
2558,GWR
2559,EVUS
2560,GWOW
2561,GENI
2562,GNTX
2563,INO
2564,GVSCQ
2565,GFIN
2566,GNPIE
2567,VPTV
2568,CLRO
2569,GNSME
2570,GPC
2571,GTCB
2572,VIAP
2573,GETC
2574,GSVE
2575,GRB
2576,GABC
2577,EEA
2578,GERN
2579,GYI
2580,GTY
2581,GGLT
2582,GI
2583,PACK
2584,ROCK
2585,GIGA
2586,GILD
2587,G
2588,GIL
2589,GBCI
2590,GLAR
2591,GLMA
2592,GLT
2593,GLBZ
2594,EDCI
2595,GLB
2596,GWTR
2597,GTLL
2598,EPXR
2599,GCPL
2600,OMQS
2601,PJTG
2602,SELF
2603,GLOB
2604,GPTX
2605,GDIV
2606,GSFD
2607,ZWEB
2608,HWEGE
2609,GNNUE
2610,GTNOQ
2611,GLMC
2612,GOLX
2613,GTII
2614,PRPL
2615,BLKVE
2616,GDRZF
2617,CAON
2618,ARURE
2619,KKOEF
2620,GPXM
2621,CSNW
2622,MRHD
2623,GSS
2624,GDW
2625,GV
2626,GS
2627,SGDQE
2628,CMPN
2629,GEARE
2630,TEEE
2631,GTIM
2632,GT
2633,GRC
2634,HKWO
2635,GOVB
2636,GRA
2637,GGG
2638,GHM
2639,GWW
2640,PHCD
2641,CFBK
2642,PUFFE
2643,ASCD
2644,GDTG
2645,GBTVQ
2646,GVA
2647,GTSBE
2648,GRP
2649,HPTO
2650,GTN
2651,GTPS
2652,GFR
2653,GBFLE
2654,GMDP
2655,GLUX
2656,GL
2657,GSBC
2658,DUVT
2659,PXFG
2660,GMCDE
2661,GMP
2662,GBR
2663,GBX
2664,GCBC
2665,GRLC
2666,APGI
2667,GPT
2668,SFST
2669,GEF
2670,GW
2671,INDT
2672,GFF
2673,GRIL
2674,GRI
2675,GPI
2676,GIB
2677,WINA
2678,GTK
2679,GNTY
2680,APVS
2681,GFED
2682,GES
2683,GDT
2684,DCZI
2685,TELI
2686,GIFI
2687,GPORQ
2688,GSE
2689,SORT
2690,HQH
2691,HQL
2692,HCA
2693,HERC
2694,HFBA
2695,GRPI
2696,HMD
2697,HMII
2698,HMNF
2699,HDR
2700,EQC
2701,MGTI
2702,HABC
2703,NWUC
2704,NLX
2705,HAE
2706,HAIN
2707,HX
2708,VBTC
2709,HNRG
2710,HAL
2711,HALL
2712,ACUR
2713,HRY
2714,HABK
2715,HMLN
2716,JQH
2717,HPTI
2718,BTO
2719,GTHAE
2720,HWC
2721,JHS
2722,PDT
2723,JHI
2724,JHF
2725,HNGR
2726,HAFC
2727,HC
2728,HNV
2729,HNFSA
2730,HNFSB
2731,RCKE
2732,MNST
2733,HICC
2734,HDNG
2735,HFBK
2736,HKNI
2737,JH
2738,HOG
2739,HARL
2740,HLIT
2741,HLDI
2742,HET
2743,HLTLE
2744,TURN
2745,LHX
2746,HSC
2747,HENI
2748,HHS
2749,HIG
2750,HAVA
2751,AZHIE
2752,BCNN
2753,HAS
2754,AMOT
2755,HAUP
2756,SRGG
2757,DLKR
2758,HVT
2759,HA
2760,HE
2761,HWK
2762,HWKN
2763,HCSG
2764,PEAK
2765,EHC
2766,HRMI
2767,HR
2768,HLAN
2769,HDTC
2770,LWLL
2771,BTRX
2772,AIRIE
2773,WELL
2774,NTNI
2775,HAXSE
2776,HMSY
2777,PVRS
2778,MED
2779,HPPS
2780,HCENQ
2781,HGAT
2782,HSTM
2783,HTV
2784,HTLD
2785,HTLF
2786,HTSF
2787,ECOP
2788,HL
2789,HCT
2790,HEI
2791,HSII
2792,HXBM
2793,HCGI
2794,HP
2795,HEMA
2796,HMGN
2797,AIM
2798,JKHY
2799,HTBK
2800,HPC
2801,HFWA
2802,THOIE
2803,HT
2804,HSY
2805,CUBA
2806,HSKA
2807,HPQ
2808,HXL
2809,HSR
2810,HIBB
2811,HIB
2812,CRAWA
2813,HCBC
2814,HIO
2815,HHIN
2816,HBSI
2817,HIW
2818,HRH
2819,HRC
2820,HLT
2821,HIFS
2822,HICO
2823,DHTT
2824,DINO
2825,HRBR
2826,NSTM
2827,HLYW
2828,GOSN
2829,HOOB
2830,HOLX
2831,HMTC
2832,PANG
2833,HCFL
2834,HD
2835,HWEN
2836,HLFN
2837,GBMRE
2838,HOFD
2839,HSTDE
2840,HTBVE
2841,HNI
2842,HONT
2843,HON
2844,HH
2845,HZPIQ
2846,HMP
2847,HMN
2848,HBNC
2849,HGPI
2850,HRL
2851,HSSI
2852,SVC
2853,HST
2854,HWRK
2855,THX
2856,HITD
2857,HOV
2858,ICAD
2859,HUBG
2860,HUBA
2861,HDSN
2862,HU
2863,HUFCQ
2864,HUG
2865,HGTXU
2866,HUM
2867,EROX
2868,HUMT
2869,CDOR
2870,IHO
2871,JBHT
2872,HBAN
2873,HURC
2874,HBP
2875,UFBV
2876,ACGN
2877,EXMG
2878,HYII
2879,HYGS
2880,SYHO
2881,UVCL
2882,HDYNQ
2883,HYDI
2884,HYC
2885,SNWTE
2886,HDII
2887,DIGF
2888,IRW
2889,ICUI
2890,BIIB
2891,IDSY
2892,IEHC
2893,IEC
2894,IFSH
2895,IFXC
2896,TLGTQ
2897,DIN
2898,TRVL
2899,IISLE
2900,IICU
2901,MOS
2902,ARS
2903,WTCG
2904,IMNY
2905,HGBL
2906,RX
2907,OPMZ
2908,ISAT
2909,ISTM
2910,ITCC
2911,STAR
2912,ESINQ
2913,DMX
2914,ATVEE
2915,ITT
2916,ICBG
2917,ZYXI
2918,MYMX
2919,ICLR
2920,FSNR
2921,IDA
2922,IIBK
2923,ACAI
2924,PCMI
2925,IEX
2926,GLBTE
2927,IDXX
2928,IEXA
2929,IGNE
2930,IENT
2931,IKN
2932,ILVE
2933,ITW
2934,ILMN
2935,ISNS
2936,IMSG
2937,ISOL
2938,DFCO
2939,IMDS
2940,GLAE
2941,IMAX
2942,IWSY
2943,IMGI
2944,IAGX
2945,IMMR
2946,ICCC
2947,SOAME
2948,IMGN
2949,IMH
2950,IMPHQ
2951,IPXL
2952,IMMU
2953,IGPFF
2954,IOR
2955,IMO
2956,IPK
2957,ZCOM
2958,ISMSQ
2959,AOLS
2960,EGXFE
2961,N
2962,INCY
2963,IFSB
2964,IHC
2965,INDB
2966,IBCP
2967,IFN
2968,MSFG
2969,WT
2970,INRB
2971,ENG
2972,IDMC
2973,INFG
2974,IFNY
2975,PHLH
2976,ATAR
2977,TCX
2978,INOW
2979,IN
2980,WAVD
2981,IACH
2982,IHWY
2983,IHI
2984,IFMC
2985,AVTA
2986,INFC
2987,IFUI
2988,INYC
2989,IMCI
2990,IMKTA
2991,NKTR
2992,INTO
2993,WGEI
2994,INOD
2995,IOGPQ
2996,INRD
2997,MPEG
2998,CSYS
2999,NSIT
3000,ISIG
3001,INSLQ
3002,INEY
3003,AEGN
3004,INSM
3005,PURE
3006,ISSC
3007,KPA
3008,IIIN
3009,IEQC
3010,IHT
3011,IART
3012,SPE
3013,PRZM
3014,DPSI
3015,INSN
3016,ITKG
3017,IBSS
3018,IESRQ
3019,INVI
3020,INGA
3021,RDOC
3022,IFGR
3023,INTC
3024,TERA
3025,CCRD
3026,IDN
3027,IPAR
3028,ARWR
3029,PLTT
3030,CAAY
3031,GAFL
3032,CCTR
3033,ITDN
3034,TILE
3035,IDCC
3036,IREP
3037,LXRSE
3038,INTG
3039,INRS
3040,IRCE
3041,LINK
3042,INMTQ
3043,UCHC
3044,IAX
3045,IAL
3046,SCLLE
3047,SNEX
3048,IAUS
3049,IBOC
3050,IBM
3051,SASNE
3052,IDND
3053,IEIB
3054,IFF
3055,HTDS
3056,IFUE
3057,CDII
3058,INIS
3059,DWNR
3060,IMC
3061,IP
3062,ISCB
3063,AOB
3064,ITHH
3065,INPHQ
3066,SCRH
3067,ACTA
3068,GDTK
3069,PAVCE
3070,AMEU
3071,IPLY
3072,USAE
3073,IPX
3074,IPG
3075,NWGN
3076,ISPD
3077,IGC
3078,IWMC
3079,IVBK
3080,ITPOF
3081,EQUI
3082,KAZ
3083,ITNF
3084,MECK
3085,GOIHE
3086,ITN
3087,INTT
3088,IVAC
3089,FMNIF
3090,ICAP
3091,INTU
3092,IVCRQ
3093,ISRG
3094,INTZ
3095,ITG
3096,CSR
3097,ITIC
3098,EHPC
3099,INVU
3100,IOX
3101,IOM
3102,HEWA
3103,ION
3104,IOFB
3105,IPS
3106,NMKT
3107,IRIX
3108,IRL
3109,IRM
3110,IRNS
3111,ISAC
3112,IONS
3113,IOMT
3114,ISON
3115,ITRI
3116,ITROE
3117,ITWOE
3118,ITOO
3119,IVAN
3120,IVX
3121,JJSF
3122,CCHI
3123,JDSU
3124,JLG
3125,JMARE
3126,JLMC
3127,AIAD
3128,NLMP
3129,JBL
3130,JACK
3131,JXSB
3132,JLN
3133,JACO
3134,J
3135,NSEH
3136,JAKK
3137,JEQ
3138,JOF
3139,QDMI
3140,JAWZ
3141,JP
3142,JFBC
3143,JCTCF
3144,ZD
3145,JAS
3146,JNC
3147,JNJ
3148,JOUT
3149,JLL
3150,JOL
3151,PSPM
3152,JUNPE
3153,JUVF
3154,JNPR
3155,JMIH
3156,LQWC
3157,CCCNE
3158,JYRA
3159,GERS
3160,KCS
3161,KLAC
3162,KMG
3163,KSBI
3164,KTELE
3165,KTO
3166,ABCC
3167,KVHI
3168,YBAO
3169,SDGLE
3170,KMGG
3171,KAMN
3172,SWKH
3173,WFTV
3174,KPP
3175,KCLI
3176,GXP
3177,KSU
3178,KATYQ
3179,KBH
3180,KEA
3181,GSPH
3182,KMFI
3183,K
3184,KWD
3185,KELYA
3186,KELYB
3187,NXHD
3188,KEM
3189,KMT
3190,KWIC
3191,KESIQ
3192,KYF
3193,IHRC
3194,KERX
3195,KSTR
3196,KVCO
3197,KEQU
3198,KTEC
3199,KTCC
3200,KEY
3201,KSE
3202,KESNE
3203,KTR
3204,KFRC
3205,SMLA
3206,KIRY
3207,KLIB
3208,KBAL
3209,KRC
3210,KMB
3211,KIM
3212,KMMN
3213,NGA
3214,KMI
3215,ELUR
3216,KG
3217,KNGSE
3218,KGC
3219,KEX
3220,ZNHL
3221,KISB
3222,KTMC
3223,DPLS
3224,KNIKE
3225,KRI
3226,KNX
3227,XOXO
3228,ACKO
3229,BSIO
3230,KNUR
3231,KARE
3232,CRO
3233,KSS
3234,KOLR
3235,KOPN
3236,KF
3237,KFY
3238,KOSS
3239,KRT
3240,KR
3241,SSY
3242,KLIC
3243,KPCG
3244,KLOC
3245,KYZN
3246,LAMPE
3247,LCCI
3248,FXBY
3249,LCNB
3250,NIHK
3251,LNR
3252,MYNTE
3253,LXU
3254,LYTS
3255,LTC
3256,XCRA
3257,LB
3258,LJPC
3259,NAWL
3260,LZB
3261,LH
3262,LAB
3263,SR
3264,LAF
3265,LWGB
3266,EEP
3267,LBAI
3268,LKFN
3269,LAKE
3270,GDEN
3271,LRCX
3272,LAMR
3273,LMAR
3274,LMS
3275,LANC
3276,LNCE
3277,LAN
3278,LANZ
3279,LFCR
3280,LARK
3281,LFG
3282,LNY
3283,LSTR
3284,PCGR
3285,LCI
3286,LTRX
3287,STRM
3288,LVFHF
3289,LMTI
3290,WDACQ
3291,LHO
3292,LSR
3293,NMEDE
3294,LSCC
3295,EL
3296,DSGR
3297,LAYN
3298,LPPI
3299,YVR
3300,LDSD
3301,LPTC
3302,ASCTE
3303,LTRE
3304,TLF
3305,AXGN
3306,LEE
3307,LPHM
3308,LEGLE
3309,LEG
3310,LM
3311,THLM
3312,LEN
3313,LII
3314,LNXW
3315,LCAR
3316,JEF
3317,LEVC
3318,CICN
3319,SVACF
3320,LXRX
3321,LXP
3322,SOCC
3323,ASG
3324,LBRT
3325,FACO
3326,USA
3327,LIBC
3328,LC
3329,LPT
3330,JDOQE
3331,PPBI
3332,LINS
3333,LINSA
3334,LWAY
3335,LCUT
3336,CHAI
3337,LFPI
3338,LFTCE
3339,LPNT
3340,LGND
3341,LMGR
3342,LPTH
3343,INKS
3344,LLY
3345,BBWI
3346,CDYT
3347,LECO
3348,LNC
3349,LNN
3350,LIN
3351,LNXGF
3352,LQCI
3353,LQTK
3354,LTWVE
3355,LAD
3356,LTHUQ
3357,LFUS
3358,UBNC
3359,GRMC
3360,LTFD
3361,LPSN
3362,MAXW
3363,LMT
3364,LOAX
3365,LGPT
3366,LOGN
3367,LSS
3368,ADDL
3369,LPTI
3370,LDG
3371,LFB
3372,LCAI
3373,APSCF
3374,LPX
3375,LOW
3376,LZ
3377,LUB
3378,LU
3379,LUMM
3380,LMNX
3381,LDL
3382,LGL
3383,LICT
3384,LYO
3385,LYBC
3386,MFBP
3387,MFW
3388,MTB
3389,MBAHE
3390,MAIYE
3391,MBI
3392,KRB
3393,SMTI
3394,MBRW
3395,MDC
3396,MCX
3397,MDCA
3398,MDU
3399,ECPG
3400,MVC
3401,SRL
3402,PPIH
3403,MCR
3404,MMT
3405,MFM
3406,MIN
3407,MFV
3408,MTG
3409,MGF
3410,MGM
3411,MHMI
3412,OPCH
3413,MHO
3414,MKSI
3415,NNUTU
3416,MNBC
3417,MPML
3418,MRVC
3419,MSM
3420,MTSC
3421,GSTY
3422,MCBC
3423,MRD
3424,MACE
3425,MAC
3426,VRE
3427,LTEC
3428,SHOO
3429,MADB
3430,MGEE
3431,TELL
3432,MGIC
3433,MVES
3434,MGA
3435,YBGJ
3436,KIWB
3437,MHR
3438,MAM
3439,MJXX
3440,MLGF
3441,SEII
3442,WODI
3443,MMU
3444,CRTN
3445,MBG
3446,MCAP
3447,MANH
3448,MHTX
3449,MTW
3450,MTEX
3451,SPGZ
3452,HCR
3453,MAN
3454,ELS
3455,MSV
3456,MFC
3457,BCIT
3458,MCS
3459,MRGO
3460,HZO
3461,MRSA
3462,TUG
3463,MHDG
3464,MKL
3465,TLTS
3466,MWP
3467,MTY
3468,MNAT
3469,MNBP
3470,MMC
3471,MI
3472,MAR
3473,MRTN
3474,MLM
3475,MVL
3476,MAS
3477,MCI
3478,MPV
3479,MTZ
3480,MTRX
3481,MAT
3482,MATW
3483,MLP
3484,MXO
3485,MXIM
3486,LDHIE
3487,MRTI
3488,MAY
3489,MAXI
3490,MVK
3491,MMS
3492,MYR
3493,MAYS
3494,MYG
3495,MBTF
3496,MCFE
3497,MCCL
3498,MNIQQ
3499,MKC
3500,MCD
3501,TNKY
3502,MGRC
3503,SPGI
3504,GLFN
3505,MCK
3506,MCRAA
3507,MCRAB
3508,MCYC
3509,SLNH
3510,MCHB
3511,MFIN
3512,ATRS
3513,MDER
3514,MDINE
3515,PYTO
3516,SCVM
3517,MDA
3518,MDEA
3519,MBAY
3520,MDAW
3521,DOC
3522,MAII
3523,PRA
3524,GCEH
3525,CYIG
3526,CSOL
3527,MEDQ
3528,MXUS
3529,RCOC
3530,MZEIQ
3531,FTEG
3532,LQI
3533,MDT
3534,PSSR
3535,MGTC
3536,LESRE
3537,NWCN
3538,MTNX
3539,MRY
3540,TLRDQ
3541,MNT
3542,JMM
3543,RYQG
3544,MBWM
3545,MERC
3546,MRTO
3547,SOHI
3548,MGP
3549,MRK
3550,MAX
3551,MRCY
3552,MCY
3553,MERQE
3554,GPKUF
3555,GBVSE
3556,MDP
3557,VIVO
3558,MRDH
3559,TMR
3560,MHX
3561,MMSI
3562,IHR
3563,MHG
3564,MTH
3565,MER
3566,MRM
3567,MLAB
3568,MTR
3569,MSB
3570,MCCK
3571,MBKL
3572,MTRT
3573,ENTX
3574,SVBL
3575,MTWV
3576,MEOH
3577,MEI
3578,MET
3579,MXT
3580,WOWI
3581,MTRME
3582,MTD
3583,MTWD
3584,MXC
3585,MXE
3586,MXF
3587,MAJ
3588,MIK
3589,MCBP
3590,MCTI
3591,EMDF
3592,MLARE
3593,MSFT
3594,MVIS
3595,MSTR
3596,HLOI
3597,MCHP
3598,NUTTQ
3599,MMTIF
3600,MSVSE
3601,MU
3602,MPAD
3603,MSCC
3604,MFCO
3605,MWVTE
3606,MAA
3607,MME
3608,MAHN
3609,MPB
3610,MSVB
3611,MWFS
3612,MDS
3613,MIDD
3614,MSEX
3615,MCPH
3616,MEH
3617,MGPI
3618,MKRS
3619,MILA
3620,MLSS
3621,MIXB
3622,MCH
3623,ATRN
3624,MPCO
3625,MCELQ
3626,MILR
3627,MLKN
3628,MLR
3629,MIL
3630,MLS
3631,MMTRS
3632,MEYI
3633,MSA
3634,MTX
3635,MMM
3636,MRDGE
3637,MNG
3638,MRVT
3639,MSON
3640,MSBC
3641,MIND
3642,KMKCF
3643,MITK
3644,MINI
3645,IGOI
3646,MOD
3647,MPS
3648,MODTQ
3649,MHK
3650,MCRI
3651,MCEM
3652,MAHI
3653,ADSDE
3654,MNR
3655,ASCP
3656,MNRO
3657,MON
3658,MNY
3659,MCO
3660,MOG
3661,MWI
3662,MMD
3663,MS
3664,MSD
3665,IIF
3666,OIA
3667,IQI
3668,IIM
3669,MRCR
3670,MTHRZ
3671,MSI
3672,MPVDF
3673,MOV
3674,XDSL
3675,MUEL
3676,MLI
3677,ARGA
3678,MMTS
3679,MMCI
3680,MUS
3681,MHN
3682,MUC
3683,MUH
3684,MUJ
3685,MYBF
3686,MUA
3687,MHF
3688,MNP
3689,MEN
3690,MMAB
3691,MFL
3692,MUE
3693,MHD
3694,MYC
3695,MYF
3696,MFT
3697,MYD
3698,MCA
3699,MVT
3700,MYN
3701,MQY
3702,MYI
3703,MIY
3704,MYJ
3705,MQT
3706,MPA
3707,POMH
3708,TMGH
3709,MUR
3710,AMGY
3711,MUZE
3712,MLRM
3713,MYE
3714,MYL
3715,MYGN
3716,PHIVE
3717,MYTN
3718,VXRT
3719,NBIIE
3720,NBTB
3721,NTY
3722,NCAL
3723,CNR
3724,PTF
3725,NCR
3726,TNSB
3727,NCTI
3728,NSS
3729,CPFH
3730,NASB
3731,JFGI
3732,NL
3733,NMXS
3734,NNBR
3735,MSMT
3736,NQLI
3737,ERNA
3738,NUI
3739,NVR
3740,NVIC
3741,NYM
3742,NBR
3743,NC
3744,NTPIF
3745,NMCO
3746,ONTO
3747,NANX
3748,VYTCE
3749,HYBE
3750,NSSC
3751,FNRC
3752,HOPE
3753,MRNA
3754,NTG
3755,NATH
3756,NEGYE
3757,NKSH
3758,FIZZ
